AeroDyn airfoil file Created with QBlade v0.963 64bit on 01.11.2016
NACA 4415 airfoil, data comes from XFOIL with globally refined mesh, Ncrit = 4 for "dirty flume", Reynolds = [0.042 0.083 0.1 0.12 0.14 0.16 0.18 0.330]
This line is also for user comments (QBlade should fix this).  To make usable by CCBlade and SOWFA, I added zeros in the Cm column, and the EOT
8              Number of airfoil tables in this file
0.042          Table ID parameter
0.0         Control setting
48.00          Stall angle (deg)
-2.90          Angle of attack for zero Cn for linear Cn curve (deg)
6.73610        Cn slope for zero lift for linear Cn curve (1/rad)
-0.3778        Cn at stall value for positive angle of attack for linear Cn curve
-0.3261        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0267         Minimum CD value
   -180.00   -0.0852    0.0060    0.0
   -150.00    0.5452    0.4213    0.0
   -120.00    0.3853    1.2358    0.0
    -90.00   -0.0691    1.6376    0.0
    -60.00   -0.4515    1.2344    0.0
    -30.00   -0.5157    0.4159    0.0
    -10.00   -0.3652    0.1045    0.0
     -9.50   -0.3962    0.0967    0.0
     -9.00   -0.4483    0.0876    0.0
     -8.50   -0.5213    0.0767    0.0
     -8.00   -0.5306    0.0669    0.0
     -7.50   -0.5220    0.0538    0.0
     -7.00   -0.4763    0.0486    0.0
     -6.50   -0.4256    0.0439    0.0
     -6.00   -0.3731    0.0405    0.0
     -5.50   -0.3158    0.0378    0.0
     -5.00   -0.2553    0.0357    0.0
     -4.50   -0.1931    0.0342    0.0
     -4.00   -0.1288    0.0328    0.0
     -3.50   -0.0696    0.0317    0.0
     -3.00   -0.0120    0.0308    0.0
     -2.50    0.0468    0.0300    0.0
     -2.00    0.1054    0.0292    0.0
     -1.50    0.1626    0.0283    0.0
     -1.00    0.2090    0.0277    0.0
     -0.50    0.2545    0.0270    0.0
      0.00    0.3486    0.0267    0.0
      0.50    0.4005    0.0269    0.0
      1.00    0.4538    0.0272    0.0
      1.50    0.4978    0.0279    0.0
      2.00    0.5456    0.0286    0.0
      2.50    0.5942    0.0293    0.0
      3.00    0.6427    0.0300    0.0
      3.50    0.6905    0.0308    0.0
      4.00    0.7372    0.0317    0.0
      4.50    0.7828    0.0327    0.0
      5.00    0.8271    0.0338    0.0
      5.50    0.8701    0.0350    0.0
      6.00    0.9093    0.0363    0.0
      6.50    0.9350    0.0384    0.0
      7.00    0.9605    0.0404    0.0
      7.50    0.9874    0.0425    0.0
      8.00    1.0156    0.0445    0.0
      8.50    1.0459    0.0464    0.0
      9.00    1.0501    0.0503    0.0
      9.50    1.0596    0.0541    0.0
     10.00    1.0875    0.0560    0.0
     10.50    1.0712    0.0627    0.0
     11.50    1.0889    0.0711    0.0
     12.00    1.0836    0.0774    0.0
     12.50    1.1126    0.0787    0.0
     13.00    1.1022    0.0860    0.0
     13.50    1.0997    0.0924    0.0
     14.00    1.1244    0.0942    0.0
     14.50    1.1105    0.1029    0.0
     15.00    1.1185    0.1079    0.0
     15.50    1.1118    0.1159    0.0
     16.00    1.1267    0.1198    0.0
     16.50    1.1040    0.1319    0.0
     17.00    1.0879    0.1433    0.0
     17.50    1.0765    0.1543    0.0
     18.00    1.0658    0.1659    0.0
     18.50    1.0564    0.1780    0.0
     19.00    1.0500    0.1899    0.0
     19.50    1.0493    0.2005    0.0
     20.00    1.0570    0.2085    0.0
     20.50    1.0624    0.2176    0.0
     21.00    1.0654    0.2279    0.0
     21.50    1.0807    0.2336    0.0
     22.00    1.0834    0.2443    0.0
     22.50    1.0988    0.2501    0.0
     23.00    1.1044    0.2595    0.0
     23.50    1.1168    0.2663    0.0
     24.00    1.1290    0.2732    0.0
     24.50    1.1391    0.2807    0.0
     25.00    1.1517    0.2873    0.0
     26.00    1.1758    0.2909    0.0
     27.00    1.1979    0.3137    0.0
     28.00    1.2192    0.3373    0.0
     29.00    1.2396    0.3616    0.0
     30.00    1.2591    0.3865    0.0
     60.00    1.3446    1.2645    0.0
     90.00    0.3568    1.7299    0.0
    120.00   -0.9402    1.3031    0.0
    150.00   -1.0110    0.4345    0.0
    180.00   -0.0852    0.0060    0.0
EOT
0.083          Table ID parameter
0.0         Control setting
12.00          Stall angle (deg)
-3.70          Angle of attack for zero Cn for linear Cn curve (deg)
6.46609        Cn slope for zero lift for linear Cn curve (1/rad)
1.1535         Cn at stall value for positive angle of attack for linear Cn curve
-0.5375        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0169         Minimum CD value
   -180.00   -0.1090    0.0060    0.0
   -150.00    0.5119    0.4213    0.0
   -120.00    0.3470    1.2358    0.0
    -90.00   -0.0596    1.6376    0.0
    -60.00   -0.4052    1.2344    0.0
    -30.00   -0.4845    0.4157    0.0
    -10.00   -0.6386    0.0515    0.0
     -9.50   -0.6125    0.0458    0.0
     -9.00   -0.5829    0.0395    0.0
     -8.50   -0.5381    0.0356    0.0
     -8.00   -0.4862    0.0331    0.0
     -7.50   -0.4321    0.0308    0.0
     -7.00   -0.3761    0.0288    0.0
     -6.50   -0.3197    0.0271    0.0
     -6.00   -0.2629    0.0256    0.0
     -5.50   -0.2060    0.0243    0.0
     -5.00   -0.1491    0.0232    0.0
     -4.50   -0.0922    0.0222    0.0
     -4.00   -0.0349    0.0214    0.0
     -3.50    0.0229    0.0206    0.0
     -3.00    0.0767    0.0200    0.0
     -2.50    0.1322    0.0195    0.0
     -2.00    0.1892    0.0190    0.0
     -1.50    0.2451    0.0185    0.0
     -1.00    0.2991    0.0181    0.0
     -0.50    0.3515    0.0175    0.0
      0.00    0.3993    0.0170    0.0
      0.50    0.4716    0.0169    0.0
      1.00    0.5517    0.0171    0.0
      1.50    0.6000    0.0174    0.0
      2.00    0.6479    0.0177    0.0
      2.50    0.6968    0.0182    0.0
      3.00    0.7460    0.0186    0.0
      3.50    0.7952    0.0191    0.0
      4.00    0.8441    0.0197    0.0
      4.50    0.8926    0.0203    0.0
      5.00    0.9404    0.0209    0.0
      5.50    0.9873    0.0215    0.0
      6.00    1.0330    0.0223    0.0
      6.50    1.0773    0.0230    0.0
      7.00    1.1198    0.0238    0.0
      7.50    1.1602    0.0246    0.0
      8.00    1.1982    0.0255    0.0
      8.50    1.2287    0.0265    0.0
      9.00    1.2535    0.0277    0.0
      9.50    1.2755    0.0290    0.0
     10.50    1.3076    0.0327    0.0
     11.00    1.3175    0.0353    0.0
     11.50    1.3230    0.0386    0.0
     12.00    1.3240    0.0426    0.0
     12.50    1.3205    0.0474    0.0
     13.00    1.3132    0.0530    0.0
     13.50    1.3032    0.0594    0.0
     14.00    1.2934    0.0663    0.0
     14.50    1.2824    0.0736    0.0
     15.00    1.2734    0.0811    0.0
     15.50    1.2646    0.0887    0.0
     16.00    1.2570    0.0964    0.0
     16.50    1.2509    0.1040    0.0
     17.00    1.2467    0.1114    0.0
     17.50    1.2439    0.1188    0.0
     18.00    1.2425    0.1261    0.0
     18.50    1.2427    0.1332    0.0
     19.00    1.2426    0.1405    0.0
     19.50    1.2406    0.1484    0.0
     20.00    1.2411    0.1559    0.0
     20.50    1.2352    0.1651    0.0
     21.00    1.2210    0.1766    0.0
     21.50    1.2115    0.1873    0.0
     22.00    1.1380    0.2195    0.0
     22.50    1.1328    0.2323    0.0
     23.00    1.1280    0.2463    0.0
     23.50    1.1333    0.2562    0.0
     24.00    1.1440    0.2634    0.0
     24.50    1.1514    0.2727    0.0
     25.00    1.1630    0.2796    0.0
     26.00    1.1034    0.3055    0.0
     27.00    1.1074    0.3315    0.0
     28.00    1.1132    0.3579    0.0
     29.00    1.1205    0.3849    0.0
     30.00    1.1290    0.4123    0.0
     60.00    1.1909    1.3068    0.0
     90.00    0.2272    1.7535    0.0
    120.00   -0.9689    1.3115    0.0
    150.00   -1.0492    0.4359    0.0
    180.00   -0.1090    0.0060    0.0
EOT
0.100          Table ID parameter
0.0         Control setting
12.00          Stall angle (deg)
-3.83          Angle of attack for zero Cn for linear Cn curve (deg)
6.36612        Cn slope for zero lift for linear Cn curve (1/rad)
1.1680         Cn at stall value for positive angle of attack for linear Cn curve
-0.6156        Cn at stall value for negative angle of attack for linear Cn curve
0.50           Angle of attack for minimum CD (deg)
0.0154         Minimum CD value
   -180.00   -0.1127    0.0060    0.0
   -150.00    0.5027    0.4213    0.0
   -120.00    0.3343    1.2358    0.0
    -90.00   -0.0567    1.6376    0.0
    -60.00   -0.3903    1.2344    0.0
    -30.00   -0.4764    0.4156    0.0
    -10.00   -0.6509    0.0419    0.0
     -9.50   -0.6180    0.0366    0.0
     -9.00   -0.5692    0.0340    0.0
     -8.50   -0.5188    0.0312    0.0
     -8.00   -0.4642    0.0289    0.0
     -7.50   -0.4072    0.0270    0.0
     -7.00   -0.3501    0.0254    0.0
     -6.50   -0.2946    0.0240    0.0
     -6.00   -0.2386    0.0228    0.0
     -5.50   -0.1851    0.0218    0.0
     -5.00   -0.1305    0.0208    0.0
     -4.50   -0.0750    0.0200    0.0
     -4.00   -0.0189    0.0193    0.0
     -3.50    0.0380    0.0186    0.0
     -3.00    0.0947    0.0180    0.0
     -2.50    0.1490    0.0176    0.0
     -2.00    0.2049    0.0172    0.0
     -1.50    0.2599    0.0168    0.0
     -1.00    0.3137    0.0165    0.0
     -0.50    0.3670    0.0160    0.0
      0.00    0.4153    0.0156    0.0
      0.50    0.4685    0.0154    0.0
      1.00    0.5544    0.0155    0.0
      1.50    0.6136    0.0157    0.0
      2.00    0.6612    0.0161    0.0
      2.50    0.7097    0.0165    0.0
      3.00    0.7587    0.0169    0.0
      3.50    0.8078    0.0174    0.0
      4.00    0.8567    0.0179    0.0
      4.50    0.9053    0.0184    0.0
      5.00    0.9533    0.0190    0.0
      5.50    1.0005    0.0196    0.0
      6.00    1.0467    0.0202    0.0
      6.50    1.0915    0.0209    0.0
      7.00    1.1344    0.0216    0.0
      7.50    1.1752    0.0224    0.0
      8.00    1.2132    0.0232    0.0
      8.50    1.2451    0.0241    0.0
      9.00    1.2715    0.0251    0.0
      9.50    1.2944    0.0263    0.0
     10.00    1.3142    0.0279    0.0
     10.50    1.3302    0.0299    0.0
     11.00    1.3419    0.0323    0.0
     11.50    1.3491    0.0354    0.0
     12.00    1.3518    0.0392    0.0
     12.50    1.3501    0.0437    0.0
     13.00    1.3447    0.0490    0.0
     13.50    1.3368    0.0550    0.0
     14.00    1.3284    0.0615    0.0
     14.50    1.3184    0.0686    0.0
     15.00    1.3076    0.0761    0.0
     15.50    1.2984    0.0837    0.0
     16.00    1.2898    0.0915    0.0
     16.50    1.2818    0.0993    0.0
     17.00    1.2761    0.1069    0.0
     17.50    1.2723    0.1144    0.0
     18.00    1.2695    0.1219    0.0
     18.50    1.2678    0.1292    0.0
     19.00    1.2673    0.1365    0.0
     19.50    1.2669    0.1439    0.0
     20.00    1.2678    0.1511    0.0
     20.50    1.2659    0.1591    0.0
     21.00    1.2635    0.1674    0.0
     21.50    1.2584    0.1765    0.0
     22.00    1.2426    0.1886    0.0
     22.50    1.2205    0.2031    0.0
     24.00    1.1505    0.2601    0.0
     24.50    1.1564    0.2700    0.0
     25.00    1.1677    0.2768    0.0
