AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 32.9 percent thick airfoil, and was interpolated between the airfoil data in the files NACA6_1000.dat and NACA6_0240.dat.
  1           Number of airfoil tables in this file
 8.000         Table ID parameter Reynolds number in millions
0      Control Setting (integer)
25.0000  Stall angle (deg)
-2.9023  Zero Cn angle of attack (deg)
5.8919   Cn slope for zero lift (dimensionless)
2.8693   Cn extrapolated to value at positive stall angle of attack
-0.6107  Cn at stall value for negative angle of attack
0.0000   Angle of attack for minimum CD (deg)
0.0872   Minimum CD value
-180.000    0.0000    0.0908    -1.2342
-170.000    0.3589    0.0908    -1.2342
-160.000    0.7178    0.1399    -1.2342
-150.000    0.8463    0.2923    -1.2342
-140.000    0.6918    0.4800    -1.2342
-130.000    0.5644    0.6809    -1.2342
-120.000    0.4330    0.8718    -1.2342
-110.000    0.2907    1.0306    -1.2342
-100.000    0.1426    1.1392    -1.2342
-90.000    0.0000    1.1856    -1.2342
-80.000    -0.1426    1.1392    -1.2342
-70.000    -0.2907    1.0306    -1.2342
-60.000    -0.4330    0.8718    -1.2342
-50.000    -0.5644    0.6809    -1.2342
-40.000    -0.6918    0.4800    -1.2342
-30.000    -0.8463    0.2923    -1.2342
-20.000    -0.7416    0.1764    -1.2342
-10.000    -0.6035    0.0940    -2.6010
-9.000    -0.5784    0.0917    -2.3771
-8.000    -0.5289    0.0908    -2.1303
-5.000    -0.2459    0.0889    -1.4153
-4.000    -0.1417    0.0885    -1.2471
-3.000    -0.0350    0.0882    -1.1334
-2.000    0.0720    0.0876    -1.1574
-1.000    0.1806    0.0873    -1.2325
0.000    0.2903    0.0872    -1.3135
1.000    0.3977    0.0872    -1.3948
2.000    0.5029    0.0874    -1.4763
3.000    0.6065    0.0878    -1.5602
4.000    0.7026    0.0885    -1.6371
6.000    0.8709    0.0903    -1.8131
7.000    0.9390    0.0909    -1.9283
8.000    0.9903    0.0919    -2.0725
9.000    1.0182    0.0941    -2.2052
11.000    1.0718    0.1008    -2.5055
12.000    1.1056    0.1046    -2.7534
13.000    1.1409    0.1088    -3.0171
15.000    1.2029    0.1193    -3.5854
16.000    1.2292    0.1256    -3.8876
17.000    1.2559    0.1323    -4.2180
18.000    1.2741    0.1402    -4.5271
19.000    1.2946    0.1485    -4.8636
20.000    1.3084    0.1579    -5.1912
22.000    1.3238    0.1794    -5.8311
25.000    1.3343    0.2140    -6.8274
26.000    1.3330    0.2260    -7.1297
30.000    1.2089    0.2923    -5.8073
40.000    0.9884    0.4800    -1.2342
50.000    0.8063    0.6809    -1.2342
60.000    0.6186    0.8718    -1.2342
70.000    0.4154    1.0306    -1.2342
80.000    0.2037    1.1392    -1.2342
90.000    0.0000    1.1856    -1.2342
100.000    -0.1426    1.1392    -1.2342
110.000    -0.2907    1.0306    -1.2342
120.000    -0.4330    0.8718    -1.2342
130.000    -0.5644    0.6809    -1.2342
140.000    -0.6918    0.4800    -1.2342
150.000    -0.8463    0.2923    -1.2342
160.000    -0.7178    0.1399    -1.2342
170.000    -0.3589    0.0908    -1.2342
180.000    0.0000    0.0908    -1.2342
EOT 
